正體字形,簡化字形,音序,臺／陸特有詞,臺／陸特有音,臺灣音讀,臺灣漢拼,大陸音讀,大陸漢拼
不藥而癒,不药而愈,,,,ㄅㄨ‵ ㄧㄠˋ ㄦˊ ㄩˋ,búyào’éryù,ㄅㄨ′ ㄧㄠˋ ㄦˊ ㄩˋ,bùyào’éryù
不要,不要,,,,ㄅㄨˊ 丨ㄠˋ,búyào,ㄅㄨˋ 丨ㄠˋ,bùyào
不要緊,不要紧,,,,ㄅㄨˊ 丨ㄠˋ ㄐ丨ㄣˇ,búyàojǐn,ㄅㄨˋ 丨ㄠˋ ㄐ丨ㄣˇ,bùyàojǐn
不要臉,不要脸,,,,ㄅㄨ‵ ㄧㄠˋ ㄌㄧㄢˇ,búyàoliǎn,ㄅㄨ′ ㄧㄠˋ ㄌㄧㄢˇ,bùyàoliǎn
,不一,,,,,,ㄅㄨˋ ㄧ,bùyī
,不一而足,,,,,,ㄅㄨˋ ㄧ   ㄦˊ ㄗㄨˊ,bùyī’érzú
不一會兒,不一会儿,,,,ㄅㄨˊ 丨ˋ ㄏㄨㄜˇㄦ,búyìhuěr,ㄅㄨˋ 丨 ㄏㄨㄟˋ ㄦ,bùyīhuìr
,不依,,,,,,ㄅㄨˋ　丨,bùyī
,不宜,,,,,,ㄅㄨˋ 丨ˊ,bùyí
,不移,,,,,,ㄅㄨˋ 丨ˊ,bùyí
不遺餘力,不遗余力,,,,,,ㄅㄨˋ ㄧˊ ㄩˊ ㄌㄧˋ,bùyí–yúlì
,不已,,,,,,ㄅㄨˋ ㄧˇ,bùyǐ
不以為然,不以为然,,,,,,ㄅㄨˋ ㄧˇ ㄨㄟˊ ㄖㄢˊ,bùyǐwéirán
不以為忤,不以为忤,,,,,,ㄅㄨˋ ㄧˇ ㄨㄟˊ ㄨˇ,bùyǐwéiwǔ
不以為意,不以为意,,,,,,ㄅㄨˋ 丨ˇ ㄨㄟˊ 丨ˋ,bùyǐwéiyì
不義之財,不义之财,,,,ㄅㄨ‵ ㄧˋ ㄓ ㄘㄞˊ,búyìzhīcái,ㄅㄨ′ ㄧˋ ㄓ ㄘㄞˊ,bùyìzhīcái
不亦樂乎,不亦乐乎,,,,ㄅㄨˊ 丨ˋ ㄌㄜˋ ㄏㄨ,búyìlèhū,ㄅㄨˋ 丨ˋ ㄌㄜˋ ㄏㄨ,bùyìlèhū
,不易,,,,ㄅㄨˊ 丨ˋ,búyì,ㄅㄨˋ 丨ˋ,bùyì
不易之論,不易之论,,,,ㄅㄨˊ 丨ˋ ㄓ  ㄌㄨㄣˋ,búyìzhīlùn,ㄅㄨˋ 丨ˋ ㄓ   ㄌㄨㄣˋ,bùyìzhīlùn
,不意,,,,ㄅㄨˊ ㄧˋ,búyì,ㄅㄨˋ ㄧˋ,bùyì
不翼而飛,不翼而飞,,,,ㄅㄨ‵  ㄧˋ  ㄦˊ  ㄈㄟ,búyì’érfēi,ㄅㄨ′  ㄧˋ  ㄦˊ  ㄈㄟ,bùyì’érfēi
,不用,,,,ㄅㄨˊ ㄩㄥˋ,búyònɡ,ㄅㄨˋ ㄩㄥˋ,bùyònɡ
不用說,不用说,,,,ㄅㄨˊ ㄩㄥˋ ㄕㄨㄛ,búyònɡshuō,ㄅㄨˋ ㄩㄥˋ ㄕㄨㄛ,bùyònɡshuō
,不由得,,,,,,ㄅㄨˋ ㄧㄡˊ ˙ㄉㄜ,bùyóude
不由分說,不由分说,,,,,,ㄅㄨˋ ㄧㄡˊ ㄈㄣ ㄕㄨㄛ,bùyóu–fēnshuō
,不由自主,,,,,,ㄅㄨˋ ㄧㄡˊ ㄗˋ ㄓㄨˇ,bùyóu–zìzhǔ
不踰矩,不逾矩,,,,,,ㄅㄨˋ ㄩˊ ㄐㄩˇ,bùyújǔ
不渝,不渝,,,,,,ㄅㄨˋ ㄩˊ,bùyú
不虞,不虞,,,,,,ㄅㄨˋ ㄩˊ,bùyú
不遇,不遇,,,,ㄅㄨˊ ㄩˋ,búyù,ㄅㄨˋ ㄩˋ,bùyù
不遠千里,不远千里,,,,,,ㄅㄨˋ ㄩㄢˇ ㄑ丨ㄢ ㄌ丨ˇ,bùyuǎn-qiānlǐ
不遠萬里,不远万里,,,,,,ㄅㄨˋ ㄩㄢˇ ㄨㄢˋ ㄌ丨ˇ,bùyuǎn-wànlǐ
不約而同,不约而同,,,,,,ㄅㄨˋ ㄩㄝˊ ㄦˊ ㄊㄨㄥˊ,bùyuē’értóng
不悅,不悦,,,,ㄅㄨˊ ㄩㄝˋ,búyuè,ㄅㄨˋ ㄩㄝˋ,bùyuè
,不孕,,,,ㄅㄨˊ ㄩㄣˋ,búyùn,ㄅㄨˋ ㄩㄣˋ,bùyùn
,不孕症,,,,ㄅㄨˊ ㄩㄣˋ ㄓㄥˋ,búyùnzhènɡ,ㄅㄨˋ ㄩㄣˋ ㄓㄥˋ,bùyùnzhènɡ
,不再,,,,ㄅㄨˊ ㄗㄞˋ,búzài,ㄅㄨˋ ㄗㄞˋ,bùzài
,不在,,,,ㄅㄨˊ ㄗㄞˋ,búzài,ㄅㄨˋ ㄗㄞˋ,bùzài
,不在乎,,,,ㄅㄨˊ ㄗㄞˋ ㄏㄨ,búzàihū,ㄅㄨˋ ㄗㄞˋ ˙ㄏㄨ,bùzàihu
不在話下,不在话下,,,,ㄅㄨ‵ ㄗㄞˋ ㄏㄨㄚˋ ㄒㄧㄚˋ,búzài–huàxià,ㄅㄨ′ ㄗㄞˋ ㄏㄨㄚˋ ㄒㄧㄚˋ,bùzài–huàxià
不在意,不在意,,,,ㄅㄨˊ ㄗㄞˋ 丨ˋ,búzàiyì,ㄅㄨˋ ㄗㄞˋ 丨ˋ,bùzàiyì
不贊一詞,不赞一词,,,,ㄅㄨˊ ㄗㄢˋ 丨ˋ ㄘˊ,búzàn-yìcí,ㄅㄨˋ ㄗㄢˋ 丨 ㄘˊ,bùzàn-yīcí
不擇手段,不择手段,,,,,,ㄅㄨˋ ㄗㄜˊ ㄕㄡˇ ㄉㄨㄢˋ,bùzé–shǒuduàn
不怎麼樣,不怎么样,,,,,,ㄅㄨˋ ㄗㄣˇ ˙ㄇㄜ 丨ㄤˋ,bùzěnmeyànɡ
不沾鍋,不沾锅,,,,,,ㄅㄨˋ ㄓㄢ ㄍㄨㄛ,bùzhānɡuō
不粘鍋,不粘锅,,★,,,,ㄅㄨˋ ㄓㄢ ㄍㄨㄛ,bùzhānguō
,不折不扣,,,,ㄅㄨˋ ㄓㄜˊ ㄅㄨ‵ ㄎㄡˋ,bùzhé–búkòu,ㄅㄨˋ ㄓㄜˊ ㄅㄨ′ ㄎㄡˋ,bùzhé–bùkòu
,不振,,,,ㄅㄨ‵ ㄓㄣˋ,búzhèn,ㄅㄨ′ ㄓㄣˋ,bùzhèn
不正之風,不正之风,,,,ㄅㄨˊ　ㄓㄥˋ　ㄓ　ㄈㄥ,búzhēnɡzhīfēnɡ,ㄅㄨˋ　ㄓㄥˋ　ㄓ　ㄈㄥ,bùzhēnɡzhīfēnɡ
不爭,不争,,,,,,ㄅㄨˋ　ㄓㄥ,bùzhēnɡ
不正當競爭,不正当竞争,,,,ㄅㄨˊ　ㄓㄥˋ　ㄉㄤˋ　ㄐ丨ㄥˋ　ㄓㄥ,bú  zhènɡdànɡ  jìnɡzhēnɡ,ㄅㄨˋ　ㄓㄥˋ　ㄉㄤˋ　ㄐ丨ㄥˋ　ㄓㄥ,bù zhènɡdànɡ  jìnɡzhēnɡ
,不支,,,,,,ㄅㄨˋ ㄓ,bùzhī
不知不覺,不知不觉,,,,,,ㄅㄨˋ ㄓ ㄅㄨˋ ㄐㄩㄝˊ,bùzhī–bùjué
不知凡幾,不知凡几,,,,,,ㄅㄨˋ ㄓ ㄈㄢˊ ㄐ丨ˇ,bùzhī-fánjǐ
,不知好歹,,,,,,ㄅㄨˋ ㄓ ㄏㄠˇ ㄉㄞˇ,bùzhī–hǎodǎi
不知進退,不知进退,,,,,,ㄅㄨˋ　ㄓ　ㄐ丨ㄣˋ　ㄊㄨㄟˋ,bùzhī-jìntuì
,不知去向,,,,,,ㄅㄨˋ ㄓ ㄑㄩˋ ㄒ丨ㄤˋ,bùzhī-qùxiànɡ
不知死活,不知死活,,,,,,ㄅㄨˋ ㄓ ㄙˇ ㄏㄨㄛˊ,bùzhī–sǐhuó
,不知所措,,,,,,ㄅㄨˋ ㄓ ㄙㄨㄛˇ ㄘㄨㄛˋ,bùzhī–suǒcuò
不知所以,不知所以,,,,,,ㄅㄨˋ ㄓ ㄙㄨㄛˇ 丨ˇ,bùzhī-suǒyǐ
,不知所云,,,,,,ㄅㄨˋ ㄓ ㄙㄨㄛˇ ㄩㄣˊ,bùzhī–suǒyún
不知所終,不知所终,,,,,,ㄅㄨˋ ㄓ ㄙㄨㄛˇ ㄓㄨㄥ,bùzhī–suǒzhōng
不知天高地厚,不知天高地厚,,,,,,ㄅㄨˋ　ㄓ　ㄊ丨ㄢ　ㄍㄠ　ㄉ丨ˋ　ㄏㄡˋ,bù zhī  tiānɡāo-dìhòu
,不值,,,,,,ㄅㄨˋ ㄓˊ,bùzhí
,不值一笑,,,,ㄅㄨˋ ㄓˊ 丨ˊ ㄒ丨ㄠˋ,bùzhí-yíxiào,ㄅㄨˋ ㄓˊ 丨 ㄒ丨ㄠˋ,bùzhí-yīxiào
,不止,,,,,,ㄅㄨˋ ㄓˇ,bùzhǐ
,不只,,,,,,ㄅㄨˋ ㄓˇ,bùzhǐ
不至於,不至于,,,,ㄅㄨˊ ㄓˋ ㄩˊ,búzhìyú,ㄅㄨˋ ㄓˋ ㄩˊ,bùzhìyú
,不忮不求,,,,ㄅㄨˊ ㄓˋ ㄅㄨˋ ㄑㄧㄡˊ,búzhì–bùqiú,ㄅㄨˋ ㄓˋ ㄅㄨˋ ㄑㄧㄡˊ,bùzhì–bùqiú
,不治,,,,ㄅㄨ‵ ㄓˋ,búzhì,ㄅㄨ′ ㄓˋ,bùzhì
,不治之症,,,,ㄅㄨ‵ ㄓˋ ㄓ ㄓㄥˋ,búzhìzhīzhèng,ㄅㄨ′ ㄓˋ ㄓ ㄓㄥˋ,bùzhìzhīzhèng
不致,不致,,,,ㄅㄨ‵ ㄓˋ,búzhì,ㄅㄨ′ ㄓˋ,bùzhì
,不置,,,,ㄅㄨˊ ㄓˋ,búzhì,ㄅㄨˋ ㄓˋ,bùzhì
,不置可否,,,,ㄅㄨ‵ ㄓˋ ㄎㄜˇ ㄈㄡˇ,búzhì–kěfǒu,ㄅㄨ′ ㄓˋ ㄎㄜˇ ㄈㄡˇ,bùzhì–kěfǒu
,不中,,,,,,ㄅㄨˋ　ㄓㄨㄥ,bùzhōnɡ
不中聽,不中听,,,,ㄅㄨ‵ ㄓㄨㄥ ㄊㄧㄥ,búzhòngtīng,ㄅㄨ′ ㄓㄨㄥ‵ ㄊㄧㄥ,bùzhōngtīng
,不中用,,,,ㄅㄨ‵ ㄓㄨㄥ ㄩㄥˋ,búzhòngyòng,ㄅㄨ′ ㄓㄨㄥ ‵ㄩㄥˋ,bùzhōngyòng
,不中,,,,ㄅㄨˊ　ㄓㄨㄥˋ,búzhònɡ,ㄅㄨˋ　ㄓㄨㄥˋ,bùzhònɡ
不中意,不中意,,,,ㄅㄨˊ ㄓㄨㄥˋ 丨ˋ,búzhònɡyì,ㄅㄨˋ ㄓㄨㄥˋ 丨ˋ,bùzhònɡyì
,不周,,,,,,ㄅㄨˋ ㄓㄡ,bùzhōu
,不周延,,,,,,ㄅㄨˋ　ㄓㄡ　丨ㄢˊ,bùzhōuyán
不專,不专,,,,,,ㄅㄨˋ ㄓㄨㄢ,bùzhuān
不贅,不赘,,,,ㄅㄨˊ ㄓㄨㄟˋ,búzhuì,ㄅㄨˋ ㄓㄨㄟˋ,bùzhuì
不著邊際,不着边际,,,,,,ㄅㄨˋ ㄓㄨㄛˊ ㄅㄧㄢ ㄐㄧˋ,bùzhuó–biānjì
不著痕跡,不着痕迹,,,,ㄅㄨ′ㄓㄨㄛˊ ㄏㄣˊ ㄐㄧ‵,bùzhuó–hénjī,ㄅㄨ‵ㄓㄨㄛˊ ㄏㄣˊ ㄐㄧ,bùzhuó–hénjì
不貲,不赀,,,,,,ㄅㄨˋ ㄗ,bùzī
,不自量,,,,ㄅㄨ′   ㄗ‵   ㄌㄧㄤ‵,búzìliàng,ㄅㄨˋ ㄗˋ ㄌ丨ㄤˋ,bùzìliànɡ
,不自量力,,,,ㄅㄨ‵ ㄗˋ ㄌㄧㄤˋ ㄌㄧˋ,búzìliànglì,ㄅㄨ′ ㄗˋ ㄌㄧㄤˋ ㄌㄧˋ,bùzìliànglì
,不自在,,,,ㄅㄨˊ ㄗˋ ㄗㄞˋ,búzìzài,ㄅㄨˋ ㄗˋ ㄗㄞˋ,bùzìzài
,不足,,,,,,ㄅㄨˋ ㄗㄨˊ,bùzú
不足道,不足道,,,,,,ㄅㄨˋ ㄗㄨˊ ㄉㄠˋ,bùzúdào
不足掛齒,不足挂齿,,,,,,ㄅㄨˋ ㄗㄨˊ ㄍㄨㄚˋ ㄔˇ,bùzú–guàchǐ
不足輕重,不足轻重,,,,,,ㄅㄨˋ ㄗㄨˊ ㄑ丨ㄥ ㄓㄨㄥˋ,bùzú-qīnɡzhònɡ
不足為憑,不足为凭,,,,,,ㄅㄨˋ ㄗㄨˊ ㄨㄟˊ ㄆ丨ㄥˊ,bùzúwéipínɡ
不足為奇,不足为奇,,,,,,ㄅㄨˋ ㄗㄨˊ ㄨㄟˊ ㄑㄧˊ,bùzú–wéiqí
不足為訓,不足为训,,,,,,ㄅㄨˋ ㄗㄨˊ ㄨㄟˊ ㄒㄩㄣˋ,bùzú–wéixùn
不作聲,不作声,,,,ㄅㄨˊ ㄗㄨㄛˋ ㄕㄥ,búzuòshēnɡ,ㄅㄨˋ ㄗㄨㄛˋ ㄕㄥ,bùzuòshēnɡ
不作為,不作为,,,,ㄅㄨˊ　ㄗㄨㄛˋ　ㄨㄟˊ,búzuòwéi,ㄅㄨˋ　ㄗㄨㄛˋ　ㄨㄟˊ,bùzuòwéi
不做聲,不做声,,,,ㄅㄨ‵ ㄗㄨㄛˋ ㄕㄥ,búzuòshēng,ㄅㄨ′ ㄗㄨㄛˋ ㄕㄥ,bùzuòshēng
佈,布,,,,,,ㄅㄨ‵,bù
,布,,,,,,ㄅㄨˋ,bù
布波族,布波族,,,,,,ㄅㄨˋ　ㄅㄛ　ㄗㄨˊ,bùbōzú
,布帛,,,,,,ㄅㄨˋ　ㄅㄛˊ,bùbó
布菜,布菜,,,,,,ㄅㄨˋ　ㄘㄞˋ,bùcài
布達,布达,,,,,,ㄅㄨˋ ㄉㄚˊ,bùdá
,布袋,,,,,,ㄅㄨˋ　ㄉㄞˋ,bùdài
布袋偶,布袋偶,,▲,,,,ㄅㄨˋ ㄉㄞˋ ㄡˇ,bùdài’ǒu
佈道,布道,,,,,,ㄅㄨˋ ㄉㄠˋ,bùdào
,布丁,,,,,,ㄅㄨˋ ㄉㄧㄥ,bùdīng
布堆畫,布堆画,,,,,,ㄅㄨˋ　ㄉㄨㄟ　ㄏㄨㄚˋ,bùduīhuà
佈防,布防,,,,,,ㄅㄨˋ ㄈㄤˊ,bùfáng
佈告,布告,,,,,,ㄅㄨˋ ㄍㄠˋ,bùgào
布穀鳥,布谷鸟,,,,,,ㄅㄨˋ ㄍㄨˇ ㄋㄧㄠˇ,bùgǔniǎo
,布景,,,,,,ㄅㄨˋ ㄐㄧㄥˇ,bùjǐng
佈局,布局,,,,,,ㄅㄨˋ ㄐㄩˊ,bùjú
布拉尼石,布拉尼石,,,,,,ㄅㄨˋ　ㄌㄚ　ㄋ丨ˊ　ㄕˊ,bùlāníshí
布雷,布雷,,,,,,ㄅㄨˋ　ㄌㄟˊ,bùléi
布料,布料,,,,,,ㄅㄨˋ　ㄌ丨ㄠˋ,bùliào
,布林,,★,,,,ㄅㄨˋ　ㄌ丨ㄣˊ,bùlín
布滿,布满,,,,,,ㄅㄨˋ　ㄇㄢˇ,bùmǎn
布偶,布偶,,,,,,ㄅㄨˋ ㄡˇ,bù’ǒu
布疋,布匹,,,,,,ㄅㄨˋ ㄆㄧˇ,bùpǐ
布設,布设,,,,,,ㄅㄨˋ　ㄕㄜˋ,bùshè
佈施,布施,,,,,,ㄅㄨˋ ㄕ,bùshī
布貼花,布贴花,,,,,,ㄅㄨˋ　ㄊ丨ㄝ　ㄏㄨㄚ,bùtiēhuā
布貼畫,布贴画,,,,,,ㄅㄨˋ　ㄊ丨ㄝ　ㄏㄨㄚˋ,bùtiēhuà
布頭,布头,,,,,,ㄅㄨˋ　ㄊㄡˊ,bùtóu
布希鞋,布希鞋,,▲,,,,ㄅㄨˋ　ㄒ丨　ㄒ丨ㄝˊ,bùxīxié
,布衣,,,,,,ㄅㄨˋ　丨,bùyī
,布衣之交,,,,,,ㄅㄨˋ  ㄧ   ㄓ   ㄐㄧㄠ,bùyīzhījiāo
,布展,,,,,,ㄅㄨˋ　ㄓㄢˇ,bùzhǎn
布陣,布阵,,,,,,ㄅㄨˋ　ㄓㄣˋ,bùzhèn
,布置,,,,,,ㄅㄨˋ　ㄓˋ,bùzhì
,步,,,,,,ㄅㄨˋ,bù
,步兵,,,,,,ㄅㄨˋ ㄅㄧㄥ,bùbīng
步步為營,步步为营,,,,,,ㄅㄨˋ ㄅㄨˋ ㄨㄟˊ ㄧㄥˊ,bùbù–wéiyíng
步測,步测,,,,,,ㄅㄨˋ ㄘㄜˋ,bùcè
步道,步道,,,,,,ㄅㄨˋ ㄉㄠˋ,bùdào
步調,步调,,,,,,ㄅㄨˋ ㄉㄧㄠˋ,bùdiào
步伐,步伐,,,,ㄅㄨˋ ㄈㄚ,bùfā,ㄅㄨˋ ㄈㄚˊ,bùfá
,步法,,,,,,ㄅㄨˋ ㄈㄚˇ,bùfǎ
,步罡踏斗,,,,,,ㄅㄨˋ ㄍㄤ ㄊㄚˋ ㄉㄡˇ,bùgāng–tàdǒu
,步弓,,,,,,ㄅㄨˋ　ㄍㄨㄥ,bùɡōnɡ
步話機,步话机,,,,,,ㄅㄨˋ ㄏㄨㄚˋ ㄐㄧ,bùhuàjī
步履,步履,,,,,,ㄅㄨˋ ㄌㄩˇ,bùlǚ
步履維艱,步履维艰,,,,,,ㄅㄨˋ ㄌㄩˇ ㄨㄟˊ ㄐㄧㄢ,bùlǚ-wéijiān
步槍,步枪,,,,,,ㄅㄨˋ ㄑㄧㄤ,bùqiāng
步人後塵,步人后尘,,,,,,ㄅㄨˋ ㄖㄣˊ ㄏㄡˋ ㄔㄣˊ,bùrénhòuchén
,步入,,,,,,ㄅㄨˋ ㄖㄨˋ,bùrù
步哨,步哨,,,,,,ㄅㄨˋ ㄕㄠˋ,bùshào
步態,步态,,,,,,ㄅㄨˋ ㄊㄞˋ,bùtài
步行,步行,,,,,,ㄅㄨˋ ㄒㄧㄥˊ,bùxínɡ
,步行街,,★,,,,ㄅㄨˋ ㄒㄧㄥˊ ㄐㄧㄝ,bùxíngjiē
步行器,步行器,,,,,,ㄅㄨˋ ㄒㄧㄥˊ ㄑㄧˋ,bùxínɡqì
步驟,步骤,,,,,,ㄅㄨˋ ㄓㄡˋ,bùzhòu
步子,步子,,,,,,ㄅㄨˋ ˙ㄗ,bùzi
,怖,,,,,,ㄅㄨˋ,bù
鈈鈽,钚,,★,,,,ㄅㄨˋ,bù
,埔,,★,,,,ㄅㄨˋ,bù
,部,,,,,,ㄅㄨˋ,bù
部頒,部颁,,,,,,ㄅㄨˋ ㄅㄢ,bùbān
部標,部标,,★,,,,ㄅㄨˋ ㄅㄧㄠ,bùbiāo
部隊,部队,,,,,,ㄅㄨˋ ㄉㄨㄟˋ,bùduì
,部分,,,,ㄅㄨˋ  ·ㄈㄣ,bùfèn,ㄅㄨˋ ㄈㄣ‵,bùfen
,部件,,,,,,ㄅㄨˋ ㄐㄧㄢˋ,bùjiàn
部將,部将,,,,,,ㄅㄨˋ ㄐㄧㄤˋ,bùjiànɡ
部類,部类,,,,,,ㄅㄨˋ ㄌㄟˋ,bùlèi
部落,部落,,,,,,ㄅㄨˋ ㄌㄨㄛˋ,bùluò
部落格,部落格,,▲,,,,ㄅㄨˋ ㄌㄨㄛˋ ㄍㄜˊ,bùluògé
部門,部门,,,,,,ㄅㄨˋ ㄇㄣˊ,bùmén
,部首,,,,,,ㄅㄨˋ ㄕㄡˇ,bùshǒu
部屬,部属,,,,,,ㄅㄨˋ ㄕㄨˇ,bùshǔ
,部署,,,,ㄅㄨˋ ㄕㄨˋ,bùshù,ㄅㄨˋ ㄕㄨˇ,bùshǔ
部頭,部头,,,,,,ㄅㄨˋ ㄊㄡˊ,bùtóu
,部委,,★,,,,ㄅㄨˋ ㄨㄟˇ,bùwěi
,部位,,,,,,ㄅㄨˋ ㄨㄟˋ,bùwèi
,部下,,,,,,ㄅㄨˋ ㄒㄧㄚˋ,bùxià
部長,部长,,,,,,ㄅㄨˋ ㄓㄤˇ,bùzhǎnɡ
,部卒,,,,,,ㄅㄨˋ ㄗㄨˊ,bùzú
部族,部族,,,,,,ㄅㄨˋ ㄗㄨˊ,bùzú
,埠,,,,,,ㄅㄨˋ,bù
埠頭,埠头,,,,,,ㄅㄨˋ　ㄊㄡˊ,bùtóu
,瓿,,,,ㄆㄡˇ,pǒu,ㄅㄨˋ,bù
蔀,蔀,,,,,,ㄅㄨˋ,bù
餔,（饣+甫）,,,,,,ㄅㄨˋ,bù
餔子,（饣+甫）子,,,,,,ㄅㄨˋ　˙ㄗ,bùzi
,簿,,,,,,ㄅㄨˋ,bù
,簿本,,,,,,ㄅㄨˋ ㄅㄣˇ,bùběn
簿記,簿记,,,,,,ㄅㄨˋ ㄐㄧˋ,bùjì
簿子,簿子,,,,,,ㄅㄨˋ ˙ㄗ,bùzi
䃰,䃰,,,,,,ㄘㄚ,cā
擦,擦,,,,,,ㄘㄚ,cā
擦邊球,擦边球,,,,,,ㄘㄚ　ㄅ丨ㄢ　ㄑ丨ㄡˊ,cābiānqiú
擦肩而過,擦肩而过,,,,,,ㄘㄚ ㄐㄧㄢ ㄦˊ ㄍㄨㄛˋ,cājiān’érguò
擦槍走火,擦枪走火,,,,,,ㄘㄚ ㄑㄧㄤ ㄗㄡˇ ㄏㄨㄛˇ,cāqiāng–zǒuhuǒ
擦傷,擦伤,,,,,,ㄘㄚ　ㄕㄤ,cāshānɡ
擦拭,擦拭,,,,,,ㄘㄚ　ㄕˋ,cāshì
擦洗,擦洗,,,,,,ㄘㄚ ㄒㄧˇ,cāxǐ
擦音,擦音,,,,,,ㄘㄚ　丨ㄣ,cāyīn
擦撞,擦撞,,,,,,ㄘㄚ　ㄓㄨㄤˋ,cāzhuànɡ
擦子,擦子,,,,,,ㄘㄚ　˙ㄗ,cāzi
嚓,嚓,1.,,,,,ㄘㄚ,cā
慘案,惨案,,,,,,ㄘㄢˇ ㄢˋ,cǎn’àn
礤,礤,,,,,,ㄘㄚˇ,cǎ
,囃,,,,,,ㄘㄚˋ,cà
偲,偲,,,,ㄙㄞ,sāi,ㄘㄞ,cāi
偲,偲,,,,ㄘㄞ,cāi,ㄘㄞ,cāi
猜,猜,,,,,,ㄘㄞ,cāi
猜測,猜测,,,,,,ㄘㄞ ㄘㄜˋ,cāicè
猜燈,猜灯,,▲,,,,ㄘㄞ ㄉㄥ,cāidēng
猜度,猜度,,,,ㄘㄞ ㄉㄨㄛˋ,cāiduò,ㄘㄞ ㄉㄨㄛˊ,cāiduó
猜忌,猜忌,,,,,,ㄘㄞ ㄐㄧˋ,cāijì
猜謎,猜谜,,,,,,ㄘㄞ ㄇㄧˊ,cāimí
猜摸,猜摸,,,,,,ㄘㄞ ˙ㄇㄛ,cāimo
猜拳,猜拳,,,,,,ㄘㄞ ㄑㄩㄢˊ,cāiquán
猜透,猜透,,,,,,ㄘㄞ ㄊㄡˋ,cāitòu
猜詳,猜详,,,,,,ㄘㄞ ㄒㄧㄤˊ,cāixiánɡ
猜想,猜想,,,,,,ㄘㄞ ㄒㄧㄤˇ,cāixiǎnɡ
猜疑,猜疑,,,,,,ㄘㄞ ㄧˊ,cāiyí
猜中,猜中,,,,,,ㄘㄞ ㄓㄨㄥˋ,cāizhònɡ
,才,,,,,,ㄘㄞˊ,cái
纔,才,,,,,,ㄘㄞˊ,cái
才調,才调,,,,,,ㄘㄞˊ ㄉㄧㄠˋ,cáidiào
,才分,,,,,,ㄘㄞˊ　ㄈㄣˋ,cáifèn
才幹,才干,,,,,,ㄘㄞˊ ㄍㄢˋ,cáigàn
,才高八斗,,,,,,ㄘㄞˊ ㄍㄠ ㄅㄚ ㄉㄡˇ,cáigāo–bādǒu
才華,才华,,,,,,ㄘㄞˊ ㄏㄨㄚˊ,cáihuá
,才具,,,,,,ㄘㄞˊ ㄐㄩˋ,cáijù
,才力,,,,,,ㄘㄞˊ　ㄌ丨ˋ,cáilì
,才略,,,,,,ㄘㄞˊ　ㄌㄩㄝˋ,cáilüè
才貌,才貌,,,,,,ㄘㄞˊ　ㄇㄠˋ,cáimào
才貌雙全,才貌双全,,,,,,ㄘㄞˊ ㄇㄠˋ ㄕㄨㄤ ㄑㄩㄢˊ,cáimào–shuāngquán
才能,才能,,,,,,ㄘㄞˊ ㄋㄥˊ,cáinéng
才女,才女,,,,,,ㄘㄞˊ ㄋㄩˇ,cáinǚ
才氣,才气,,,,,,ㄘㄞˊ ㄑㄧˋ,cáiqì
才情,才情,,,,,,ㄘㄞˊ ㄑㄧㄥˊ,cáiqíng
才識,才识,,,,ㄘㄞˊ ㄕˋ,cáishì,ㄘㄞˊ ㄕˊ,cáishí
才疏學淺,才疏学浅,,,,,,ㄘㄞˊ ㄕㄨ ㄒㄩㄝˊ ㄑㄧㄢˇ,cáishū–xuéqiǎn
才思,才思,,,,,,ㄘㄞˊ　ㄙ,cáisī
才學,才学,,,,,,ㄘㄞˊ　ㄒㄩㄝˊ,cáixué
才藝,才艺,,,,,,ㄘㄞˊ ㄧˋ,cáiyì
,才媛,,,,,,ㄘㄞˊ ㄩㄢˊ,cáiyuán
才智,才智,,,,,,ㄘㄞˊ　ㄓˋ,cáizhì
,才子,,,,,,ㄘㄞˊ ㄗˇ,cáizǐ
,材,,,,,,ㄘㄞˊ,cái
材積,材积,,,,,,ㄘㄞˊ　ㄐ丨,cáijī
,材料,,,,,,ㄘㄞˊ ㄌㄧㄠˋ,cáiliào
材質,材质,,,,ㄘㄞˊ　ㄓˊ,cáizhí,ㄘㄞˊ　ㄓˋ,cáizhì
財,财,,,,,,ㄘㄞˊ,cái
財寶,财宝,,,,,,ㄘㄞˊ ㄅㄠˇ,cáibǎo
財帛,财帛,,,,,,ㄘㄞˊ ㄅㄛˊ,cáibó
財產,财产,,,,,,ㄘㄞˊ ㄔㄢˇ,cáichǎn
財產保險,财产保险,,,,,,ㄘㄞˊ ㄔㄢˇ ㄅㄠˇ ㄒㄧㄢˇ,cáichǎn bǎoxiǎn
財產權,财产权,,,,,,ㄘㄞˊ ㄔㄢˇ ㄑㄩㄢˊ,cáichǎnquán
財大氣粗,财大气粗,,,,,,ㄘㄞˊ ㄉㄚˋ ㄑㄧˋ ㄘㄨ,cáidà–qìcū
財東,财东,,,,,,ㄘㄞˊ ㄉㄨㄥ,cáidōnɡ
財閥,财阀,,,,,,ㄘㄞˊ ㄈㄚˊ,cáifá
財富,财富,,,,,,ㄘㄞˊ ㄈㄨˋ,cáifù
財貨,财货,,,,,,ㄘㄞˊ ㄏㄨㄛˋ,cáihuò
財界,财界,,,,,,ㄘㄞˊ ㄐㄧㄝˋ,cáijiè
財經,财经,,,,,,ㄘㄞˊ ㄐㄧㄥ,cáijīnɡ
